TAXON	12S.5June	ALDOB_Hackettetal2008	CLTC_Hackettetal2008	CMOS.26May	COI.26May	COII.Cl181.Final_18May2011	CRYAA_Hackettetal2008	CytB.Cl1.Final_18May2011	EEF2_Hackettetal2008	EGR1_Hackettetal2008	EGR1exon_Hackettetal2008	FGBint4_Hackettetal2008	FGBint5_Hackettetal2008	FGBint67_ALL	GH1_Hackettetal2008	HMGN2_Hackettetal2008	IRF2_Hackettetal2008	MB_Hackettetal2008	MUSK_Hackettetal2008	MYC_Hackettetal2008	ND2.Cl6.Final_18May2011	ND3.26May	ND4.26May	NGF_Hackettetal2008	NTF3_Hackettetal2008	ODC_Ericson_etal	PCBD1_Hackettetal2008	RAG1.Final_18May2011	RAG2.26May	RHO_Hackettetal2008	TGFB2_Hackettetal2008	TPM1_Hackettetal2008	
Cotingidae_Pipreola_pulchra																					86451895												
Campephagidae_Coracina_lineata								225795335										162281049								162280992			38324797				
Anatidae_Branta_bernicla					116876395			18447739													190683632												
Tyrannidae_Taeniotriccus_andrei																												241994361	241994721				
Caprimulgidae_Phalaenoptilus_nuttallii					116877497			1261969							290467143					290467275								94483134					
Passeridae_Estrilda_melpoda																					37674906												
Certhiidae_Microcerculus_marginatus								33867722				33638030									52547465												
Alaudidae_Certhilauda_albescens								4104173																									
Spheniscidae_Eudyptes_chrysocome	75354105				104478806			3420624													28188513							75863927					
Furnariidae_Xenops_minutus					197257383			50956693					126253954					50956713			39752950							221063103	221062907				
Phasianidae_Polyplectron_chalcurum								18028453						156139647							156139662									156139631			
Alcedinidae_Tanysiptera_galatea																					74272475							74272397					
Cotingidae_Masius_chrysopterus					118738527																294459540							241994189	241994549				
Ptilonorhynchidae_Sericulus_bakeri								169412252													169411968												
Fringillidae_Tangara_chrysotis								38606606													38606760												
Turdidae_Turdus_falklandii	166707762	193879630	193880220	18845811			193879312	187371312	193880862	193881167	193881496	193999652	194000010	194000421	154529351		193881847	194021125	193882150	194241220	218684142			194021451	194205372	187481221	193880546	18845957	38325027	194240894	193878731	193879006	
Accipitridae_Leucopternis_kuhli	76009109					83638317		67038140					281308223								182895146							126212471					
Dicruridae_Rhipidura_fuscorufa													256576171								256576241	256576317									256576387		
Muscicapidae_Cercotrichas_coryphoeus								306959120													298504037					306959819							
Columbidae_Columba_arquatrix								20466865						20466967							20466915												
Columbidae_Columba_rupestris					257154265			20466861						20466963							20466909												
Glareolidae_Pluvianus_aegyptius	190411532							125662324						56131131							125662540							125662426					
Columbidae_Zenaida_auriculata	19423757				197257441			7262970						7673336							11967350												
Phasianidae_Lophophorus_impejanus	112498242							3687608						83616410							83616458									156139625			
Formicariidae_Cercomacra_brasiliana								304272719					301323110								301323192	301323016											
Alaudidae_Certhilauda_subcoronata								4104201																									
Threskiornithidae_Theristicus_caudatus														156617705				113095118								156617623		112818915					
Bucerotidae_Tockus_deckeni								33341019																									
Tyrannidae_Knipolegus_poecilurus																												241994155	241994515				
Monarchidae_Monarcha_melanopsis								225795361										225795289			71725752					161015815		225795439					
Monarchidae_Neolalage_banksiana																					71725738												
Bucerotidae_Rhyticeros_subruficollis								302325272																									
Tyrannidae_Pogonotriccus_poecilotis																		165909051								165873932							
Fringillidae_Donacospiza_albifrons					197255279																												
Corvidae_Hemipus_picatus				125487202																	89275120												
Sylviidae_Acrocephalus_bistrigiceps	23297906				257153551			9967722													23297857					254968108							
Trochilidae_Phaethornis_augusti														164613091							164613258		164613426			268320783							
Turdidae_Zoothera_crossleyi	166707823							187371451										167369994			211909153					187481355							
Sturnidae_Onychognathus_tristamii																					149729214												
Psittacidae_Pyrrhura_leucotis						75677889		60391127													75677957							75678049					
Alcedinidae_Halcyon_tuta																					74272459							74272381					
Fringillidae_Lanio_versicolor								2935092																									
Picidae_Campephilus_leucopogon					109820205			100965222						85720690				85720710			86278371												
Bucerotidae_Bycanistes_brevis								33340990																									
Corvidae_Cyanocorax_caeruleus																					283464354												
Sturnidae_Onychognathus_tristramii					151336218	151336450							149729088	151336086																151336706	151335913		
Mimidae_Mimus_triurus					151336344	74272099							149729150	151336150							149729352									151336828	151336036		
Fringillidae_Cacicus_chrysopterus					197254769			22204041													21999562												
Turdidae_Sheppardia_bocagei								32442089													317452980												
Meliphagidae_Melidectes_ochromelas	45385349							45385593					259018591								45385447												
Caprimulgidae_Caprimulgus_nigrescens								256860151							290467057					290467195													
Timaliidae_Turdoides_jardineii	21310033							21309989										253971565								229905425		253971728					
Thamnophilidae_Myrmotherula_hauxwelli								52547627					301323076								52547481	301322982											
Cisticolidae_Speirops_melanocephalus																					220900727	220900455									220900593		
Stercorariidae_Stercorarius_antarcticus	1890679				197256895																												
Turdidae_Alethe_diademata						60116046		32442037					34333762					295001662			298504021										298503993		
Furnariidae_Cinclodes_atacamensis					197255003			241865002					240018450					240018542				51011652											
Trochilidae_Elvira_chionura														164613038							164613203		164613372										
Accipitridae_Butastur_rufipennis								182895204						182895000							182895082												
Pycnonotidae_Phyllastrephus_xavieri													156753264	89213069				149393593			89213155	89212983				149393695							
Fringillidae_Serinus_thibetanus								46561817																									
Picidae_Picus_puniceus						190335385		190335532						190335596				190335694															
Muscicapidae_Muscicapella_hodgsoni																		295001742			110348238	110348292				295315440							
Tyrannidae_Ramphotrigon_ruficauda								83031374					83031593					165909133			83031462	83031286				165874016		241994331	241994691				
Apodidae_Apus_melba								46484692																									
Anatidae_Aythya_affinis					117371639			190683492						28916028							190683618												
Furnariidae_Synallaxis_rutilans																					299767173												
Motacillidae_Anthus_cervinus					292388820			1197602																									
Muscicapidae_Muscicapa_muttui								306959260										295001738			298504039					306959942							
Petroicidae_Peneothello_cyanus																				256532158	260176926												
Psittacidae_Eos_squamata								121308453																									
Fringillidae_Emberiza_fucata					257154563			71067733																		182894060							
Anatidae_Cygnus_buccinator	1399872				51101904																												
Fringillidae_Aimophila_botteri								219882374													219882456												
Sylviidae_Sylvia_deserticola								38602368																									
Muscicapidae_Oenanthe_deserti					257155555			281704275													269115868					295315456		34582556					
Formicariidae_Hylopezus_ochroleucus														186659990							188529418												
Trochilidae_Leucippus_baeri														269999319							268320930		268320485			268320741							
Irenidae_Chloropsis_aurifrons											315488377		196052453					315488323			315488133					196052613							
Estrildidae_Erythrura_prasina	21644738					21644939		186703178																									
Rallidae_Gallirallus_sylvestris	2801383							1718384																									
